PC,Eigenvalue,ExplainedVar_Pct,CumulativeVar_Pct
PC1,6.048120933065036,75.53536860848938,75.53536860848938
PC2,1.0281525523756343,12.840662891655446,88.37603150014483
PC3,0.5088149695964507,6.354622651784192,94.73065415192903
PC4,0.32810148406613737,4.097680389364925,98.82833454129396
PC5,0.04612166073052403,0.5760163665163871,99.40435090781034
PC6,0.030058029764844826,0.3753966534498336,99.77974756126017
PC7,0.011605618575396296,0.1449433116043588,99.92469087286453
PC8,0.006030005766433268,0.07530912713546359,99.99999999999999
